Timestamp,Location,Traffic_Volume,Avg_Speed_kmh,Congestion_Level,Rainfall_mm,Metro_Construction_Active,Is_Weekend
2025-01-04 13:00:00,Silk Board Junction,1827,25.4,36.5,0.0,1,1
2025-01-04 14:00:00,Silk Board Junction,2178,22.6,43.6,1.2,1,1
2025-01-04 15:00:00,Silk Board Junction,2165,22.7,43.3,0.0,1,1
2025-01-04 16:00:00,Silk Board Junction,1793,25.7,35.9,0.0,1,1
2025-01-04 17:00:00,Silk Board Junction,3558,11.5,71.2,0.0,1,1
2025-01-04 18:00:00,Silk Board Junction,3318,13.5,66.4,0.0,1,1
2025-01-04 19:00:00,Silk Board Junction,3625,11.0,72.5,0.0,1,1
2025-01-04 20:00:00,Silk Board Junction,3653,10.8,73.1,0.0,1,1
2025-01-04 21:00:00,Silk Board Junction,3842,9.3,76.9,0.0,1,1
2025-01-04 22:00:00,Silk Board Junction,1713,26.3,34.3,0.0,1,1
2025-01-04 23:00:00,Silk Board Junction,1087,31.3,21.7,0.0,1,1
2025-01-05 00:00:00,Silk Board Junction,871,33.0,17.4,0.0,1,1
2025-01-05 01:00:00,Silk Board Junction,929,32.6,18.6,0.0,1,1
2025-01-05 02:00:00,Silk Board Junction,1332,29.3,26.7,0.0,1,1
2025-01-05 03:00:00,Silk Board Junction,1822,25.4,36.4,6.3,1,1
2025-01-05 04:00:00,Silk Board Junction,1985,24.1,39.7,6.9,1,1
2025-01-05 05:00:00,Silk Board Junction,701,34.4,14.0,0.0,1,1
2025-01-05 06:00:00,Silk Board Junction,2324,21.4,46.5,0.0,1,1
2025-01-05 07:00:00,Silk Board Junction,2002,24.0,40.1,0.0,1,1
2025-01-05 08:00:00,Silk Board Junction,3495,12.0,69.9,0.0,1,1
2025-01-05 09:00:00,Silk Board Junction,3611,11.1,72.2,0.0,1,1
2025-01-05 10:00:00,Silk Board Junction,3358,13.1,67.2,0.0,1,1
2025-01-05 11:00:00,Silk Board Junction,3551,11.6,71.0,0.0,1,1
2025-01-05 12:00:00,Silk Board Junction,1701,26.4,34.0,0.0,1,1
2025-01-05 13:00:00,Silk Board Junction,1959,24.3,39.2,0.0,1,1
2025-01-05 14:00:00,Silk Board Junction,1952,24.4,39.0,0.0,1,1
2025-01-05 15:00:00,Silk Board Junction,2419,20.6,48.4,0.0,1,1
2025-01-05 16:00:00,Silk Board Junction,2535,19.7,50.7,0.0,1,1
2025-01-05 17:00:00,Silk Board Junction,3650,10.8,73.0,0.0,1,1
2025-01-05 18:00:00,Silk Board Junction,3805,9.6,76.1,0.0,1,1
2025-01-05 19:00:00,Silk Board Junction,4067,7.5,81.4,0.0,1,1
2025-01-05 20:00:00,Silk Board Junction,3587,11.3,71.7,0.0,1,1
2025-01-05 21:00:00,Silk Board Junction,3389,12.9,67.8,0.0,1,1
2025-01-05 22:00:00,Silk Board Junction,2254,22.0,45.1,0.0,1,1
2025-01-05 23:00:00,Silk Board Junction,1385,28.9,27.7,0.0,1,1
2025-01-06 00:00:00,Silk Board Junction,1032,31.7,20.7,0.0,1,0
2025-01-06 01:00:00,Silk Board Junction,1180,30.6,23.6,0.0,1,0
2025-01-06 02:00:00,Silk Board Junction,1304,29.6,26.1,0.0,1,0
2025-01-06 03:00:00,Silk Board Junction,1210,30.3,24.2,0.0,1,0
2025-01-06 04:00:00,Silk Board Junction,1398,28.8,28.0,0.0,1,0
2025-01-06 05:00:00,Silk Board Junction,1208,30.3,24.2,0.0,1,0
2025-01-06 06:00:00,Silk Board Junction,2347,21.2,47.0,0.0,1,0
2025-01-06 07:00:00,Silk Board Junction,2455,20.4,49.1,0.0,1,0
2025-01-06 08:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-06 09:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-06 10:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-06 11:00:00,Silk Board Junction,4869,5.0,97.4,0.0,1,0
2025-01-06 12:00:00,Silk Board Junction,3048,15.6,61.0,0.0,1,0
2025-01-06 13:00:00,Silk Board Junction,2544,19.6,50.9,0.0,1,0
2025-01-06 14:00:00,Silk Board Junction,2693,18.4,53.9,0.0,1,0
2025-01-06 15:00:00,Silk Board Junction,2776,17.8,55.5,0.0,1,0
2025-01-06 16:00:00,Silk Board Junction,2954,16.4,59.1,0.0,1,0
2025-01-06 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-06 18:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-06 19:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-06 20:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-06 21:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-06 22:00:00,Silk Board Junction,2269,21.8,45.4,0.0,1,0
2025-01-06 23:00:00,Silk Board Junction,1373,29.0,27.5,0.0,1,0
2025-01-07 00:00:00,Silk Board Junction,1577,27.4,31.5,0.0,1,0
2025-01-07 01:00:00,Silk Board Junction,1318,29.5,26.4,0.0,1,0
2025-01-07 02:00:00,Silk Board Junction,993,32.1,19.9,0.0,1,0
2025-01-07 03:00:00,Silk Board Junction,884,32.9,17.7,0.0,1,0
2025-01-07 04:00:00,Silk Board Junction,1157,30.7,23.2,0.0,1,0
2025-01-07 05:00:00,Silk Board Junction,1282,29.7,25.7,0.0,1,0
2025-01-07 06:00:00,Silk Board Junction,2793,17.7,55.9,0.0,1,0
2025-01-07 07:00:00,Silk Board Junction,2806,17.5,56.1,0.0,1,0
2025-01-07 08:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-07 09:00:00,Silk Board Junction,4689,5.0,93.8,0.0,1,0
2025-01-07 10:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-07 11:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-07 12:00:00,Silk Board Junction,2992,16.1,59.8,0.0,1,0
2025-01-07 13:00:00,Silk Board Junction,2856,17.2,57.1,0.0,1,0
2025-01-07 14:00:00,Silk Board Junction,2449,20.4,49.0,0.0,1,0
2025-01-07 15:00:00,Silk Board Junction,2854,17.2,57.1,0.0,1,0
2025-01-07 16:00:00,Silk Board Junction,2620,19.0,52.4,0.0,1,0
2025-01-07 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-07 18:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-07 19:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-07 20:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-07 21:00:00,Silk Board Junction,4900,5.0,98.0,7.6,1,0
2025-01-07 22:00:00,Silk Board Junction,3143,14.8,62.9,0.0,1,0
2025-01-07 23:00:00,Silk Board Junction,1325,29.4,26.5,0.0,1,0
2025-01-08 00:00:00,Silk Board Junction,1473,28.2,29.5,0.0,1,0
2025-01-08 01:00:00,Silk Board Junction,1154,30.8,23.1,0.0,1,0
2025-01-08 02:00:00,Silk Board Junction,1560,27.5,31.2,0.0,1,0
2025-01-08 03:00:00,Silk Board Junction,1447,28.4,29.0,0.0,1,0
2025-01-08 04:00:00,Silk Board Junction,1717,26.3,34.3,0.0,1,0
2025-01-08 05:00:00,Silk Board Junction,1124,31.0,22.5,0.0,1,0
2025-01-08 06:00:00,Silk Board Junction,2475,20.2,49.5,0.0,1,0
2025-01-08 07:00:00,Silk Board Junction,2654,18.8,53.1,0.0,1,0
2025-01-08 08:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-08 09:00:00,Silk Board Junction,4627,5.0,92.6,0.0,1,0
2025-01-08 10:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-08 11:00:00,Silk Board Junction,4439,5.0,88.8,0.0,1,0
2025-01-08 12:00:00,Silk Board Junction,2891,16.9,57.8,0.0,1,0
2025-01-08 13:00:00,Silk Board Junction,3019,15.8,60.4,0.0,1,0
2025-01-08 14:00:00,Silk Board Junction,3028,15.8,60.6,1.0,1,0
2025-01-08 15:00:00,Silk Board Junction,3002,16.0,60.0,0.0,1,0
2025-01-08 16:00:00,Silk Board Junction,3701,10.4,74.0,7.2,1,0
2025-01-08 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-08 18:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-08 19:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-08 20:00:00,Silk Board Junction,4900,5.0,98.0,4.1,1,0
2025-01-08 21:00:00,Silk Board Junction,4900,5.0,98.0,6.5,1,0
2025-01-08 22:00:00,Silk Board Junction,2462,20.3,49.2,0.0,1,0
2025-01-08 23:00:00,Silk Board Junction,1123,31.0,22.5,0.0,1,0
2025-01-09 00:00:00,Silk Board Junction,1257,29.9,25.2,0.0,1,0
2025-01-09 01:00:00,Silk Board Junction,1338,29.3,26.8,0.0,1,0
2025-01-09 02:00:00,Silk Board Junction,1367,29.1,27.3,0.0,1,0
2025-01-09 03:00:00,Silk Board Junction,793,33.6,15.9,0.0,1,0
2025-01-09 04:00:00,Silk Board Junction,1313,29.5,26.3,0.0,1,0
2025-01-09 05:00:00,Silk Board Junction,1132,30.9,22.6,0.0,1,0
2025-01-09 06:00:00,Silk Board Junction,2617,19.1,52.3,0.0,1,0
2025-01-09 07:00:00,Silk Board Junction,3756,9.9,75.1,6.0,1,0
2025-01-09 08:00:00,Silk Board Junction,4860,5.0,97.2,0.0,1,0
2025-01-09 09:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-09 10:00:00,Silk Board Junction,4900,5.0,98.0,2.6,1,0
2025-01-09 11:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-09 12:00:00,Silk Board Junction,2246,22.0,44.9,0.0,1,0
2025-01-09 13:00:00,Silk Board Junction,2672,18.6,53.4,0.0,1,0
2025-01-09 14:00:00,Silk Board Junction,2595,19.2,51.9,0.0,1,0
2025-01-09 15:00:00,Silk Board Junction,2825,17.4,56.5,0.0,1,0
2025-01-09 16:00:00,Silk Board Junction,2330,21.4,46.6,0.0,1,0
2025-01-09 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-09 18:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-09 19:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-09 20:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-09 21:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-09 22:00:00,Silk Board Junction,3131,15.0,62.6,0.0,1,0
2025-01-09 23:00:00,Silk Board Junction,1378,29.0,27.6,0.0,1,0
2025-01-10 00:00:00,Silk Board Junction,1404,28.8,28.1,0.0,1,0
2025-01-10 01:00:00,Silk Board Junction,744,34.0,14.9,0.0,1,0
2025-01-10 02:00:00,Silk Board Junction,1211,30.3,24.2,0.0,1,0
2025-01-10 03:00:00,Silk Board Junction,1106,31.1,22.1,0.0,1,0
2025-01-10 04:00:00,Silk Board Junction,1785,25.7,35.7,0.0,1,0
2025-01-10 05:00:00,Silk Board Junction,1545,27.6,30.9,0.0,1,0
2025-01-10 06:00:00,Silk Board Junction,2715,18.3,54.3,0.0,1,0
2025-01-10 07:00:00,Silk Board Junction,3221,14.2,64.4,6.2,1,0
2025-01-10 08:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-10 09:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-10 10:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-10 11:00:00,Silk Board Junction,4757,5.0,95.2,0.0,1,0
2025-01-10 12:00:00,Silk Board Junction,2438,20.5,48.8,0.0,1,0
2025-01-10 13:00:00,Silk Board Junction,2442,20.5,48.8,0.0,1,0
2025-01-10 14:00:00,Silk Board Junction,2552,19.6,51.1,0.0,1,0
2025-01-10 15:00:00,Silk Board Junction,3232,14.1,64.7,0.0,1,0
2025-01-10 16:00:00,Silk Board Junction,2635,18.9,52.7,0.0,1,0
2025-01-10 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-10 18:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-10 19:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-10 20:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-10 21:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-10 22:00:00,Silk Board Junction,3282,13.7,65.7,0.0,1,0
2025-01-10 23:00:00,Silk Board Junction,1213,30.3,24.3,0.0,1,0
2025-01-11 00:00:00,Silk Board Junction,1183,30.5,23.7,0.0,1,1
2025-01-11 01:00:00,Silk Board Junction,1035,31.7,20.7,0.0,1,1
2025-01-11 02:00:00,Silk Board Junction,1330,29.4,26.6,0.0,1,1
2025-01-11 03:00:00,Silk Board Junction,1915,24.7,38.3,6.9,1,1
2025-01-11 04:00:00,Silk Board Junction,1314,29.5,26.3,0.0,1,1
2025-01-11 05:00:00,Silk Board Junction,1172,30.6,23.4,0.0,1,1
2025-01-11 06:00:00,Silk Board Junction,2045,23.6,40.9,0.0,1,1
2025-01-11 07:00:00,Silk Board Junction,3059,15.5,61.2,4.9,1,1
2025-01-11 08:00:00,Silk Board Junction,3583,11.3,71.7,0.0,1,1
2025-01-11 09:00:00,Silk Board Junction,3821,9.4,76.4,0.0,1,1
2025-01-11 10:00:00,Silk Board Junction,3422,12.6,68.5,0.0,1,1
2025-01-11 11:00:00,Silk Board Junction,3713,10.3,74.3,4.3,1,1
2025-01-11 12:00:00,Silk Board Junction,2414,20.7,48.3,0.0,1,1
2025-01-11 13:00:00,Silk Board Junction,2129,23.0,42.6,0.0,1,1
2025-01-11 14:00:00,Silk Board Junction,1537,27.7,30.7,0.0,1,1
2025-01-11 15:00:00,Silk Board Junction,1711,26.3,34.2,0.0,1,1
2025-01-11 16:00:00,Silk Board Junction,1684,26.5,33.7,0.0,1,1
2025-01-11 17:00:00,Silk Board Junction,3878,9.0,77.6,0.0,1,1
2025-01-11 18:00:00,Silk Board Junction,3776,9.8,75.5,0.0,1,1
2025-01-11 19:00:00,Silk Board Junction,3823,9.4,76.5,0.0,1,1
2025-01-11 20:00:00,Silk Board Junction,3802,9.6,76.1,0.0,1,1
2025-01-11 21:00:00,Silk Board Junction,3598,11.2,72.0,0.0,1,1
2025-01-11 22:00:00,Silk Board Junction,1789,25.7,35.8,0.0,1,1
2025-01-11 23:00:00,Silk Board Junction,956,32.3,19.1,0.0,1,1
2025-01-12 00:00:00,Silk Board Junction,958,32.3,19.2,0.0,1,1
2025-01-12 01:00:00,Silk Board Junction,1137,30.9,22.7,0.0,1,1
2025-01-12 02:00:00,Silk Board Junction,964,32.3,19.3,0.0,1,1
2025-01-12 03:00:00,Silk Board Junction,764,33.9,15.3,0.0,1,1
2025-01-12 04:00:00,Silk Board Junction,1078,31.4,21.6,0.0,1,1
2025-01-12 05:00:00,Silk Board Junction,1079,31.4,21.6,0.0,1,1
2025-01-12 06:00:00,Silk Board Junction,1887,24.9,37.7,0.0,1,1
2025-01-12 07:00:00,Silk Board Junction,2933,16.5,58.7,7.3,1,1
2025-01-12 08:00:00,Silk Board Junction,3373,13.0,67.5,0.0,1,1
2025-01-12 09:00:00,Silk Board Junction,2975,16.2,59.5,0.0,1,1
2025-01-12 10:00:00,Silk Board Junction,3158,14.7,63.2,0.0,1,1
2025-01-12 11:00:00,Silk Board Junction,4765,5.0,95.3,8.9,1,1
2025-01-12 12:00:00,Silk Board Junction,3209,14.3,64.2,9.0,1,1
2025-01-12 13:00:00,Silk Board Junction,3058,15.5,61.2,5.2,1,1
2025-01-12 14:00:00,Silk Board Junction,1800,25.6,36.0,0.0,1,1
2025-01-12 15:00:00,Silk Board Junction,2061,23.5,41.2,0.0,1,1
2025-01-12 16:00:00,Silk Board Junction,1894,24.8,37.9,0.0,1,1
2025-01-12 17:00:00,Silk Board Junction,3684,10.5,73.7,0.0,1,1
2025-01-12 18:00:00,Silk Board Junction,3568,11.5,71.4,0.0,1,1
2025-01-12 19:00:00,Silk Board Junction,3597,11.2,71.9,0.0,1,1
2025-01-12 20:00:00,Silk Board Junction,3340,13.3,66.8,0.0,1,1
2025-01-12 21:00:00,Silk Board Junction,3385,12.9,67.7,0.0,1,1
2025-01-12 22:00:00,Silk Board Junction,2137,22.9,42.7,0.0,1,1
2025-01-12 23:00:00,Silk Board Junction,696,34.4,13.9,0.0,1,1
2025-01-13 00:00:00,Silk Board Junction,1000,32.0,20.0,0.0,1,0
2025-01-13 01:00:00,Silk Board Junction,1300,29.6,26.0,0.0,1,0
2025-01-13 02:00:00,Silk Board Junction,995,32.0,19.9,0.0,1,0
2025-01-13 03:00:00,Silk Board Junction,1571,27.4,31.4,0.0,1,0
2025-01-13 04:00:00,Silk Board Junction,1265,29.9,25.3,0.0,1,0
2025-01-13 05:00:00,Silk Board Junction,1122,31.0,22.5,0.0,1,0
2025-01-13 06:00:00,Silk Board Junction,3440,12.5,68.8,4.6,1,0
2025-01-13 07:00:00,Silk Board Junction,2377,21.0,47.5,0.0,1,0
2025-01-13 08:00:00,Silk Board Junction,4891,5.0,97.8,0.0,1,0
2025-01-13 09:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-13 10:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-13 11:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-13 12:00:00,Silk Board Junction,3094,15.2,61.9,0.0,1,0
2025-01-13 13:00:00,Silk Board Junction,2799,17.6,56.0,0.0,1,0
2025-01-13 14:00:00,Silk Board Junction,2397,20.8,48.0,0.0,1,0
2025-01-13 15:00:00,Silk Board Junction,2674,18.6,53.5,0.0,1,0
2025-01-13 16:00:00,Silk Board Junction,2746,18.0,54.9,0.0,1,0
2025-01-13 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-13 18:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-13 19:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-13 20:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-13 21:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-13 22:00:00,Silk Board Junction,4061,7.5,81.2,8.7,1,0
2025-01-13 23:00:00,Silk Board Junction,1394,28.8,27.9,0.0,1,0
2025-01-14 00:00:00,Silk Board Junction,843,33.2,16.9,0.0,1,0
2025-01-14 01:00:00,Silk Board Junction,1286,29.7,25.7,0.0,1,0
2025-01-14 02:00:00,Silk Board Junction,2025,23.8,40.5,0.0,1,0
2025-01-14 03:00:00,Silk Board Junction,808,33.5,16.2,0.0,1,0
2025-01-14 04:00:00,Silk Board Junction,1088,31.3,21.8,0.0,1,0
2025-01-14 05:00:00,Silk Board Junction,1163,30.7,23.3,0.0,1,0
2025-01-14 06:00:00,Silk Board Junction,3017,15.9,60.3,0.0,1,0
2025-01-14 07:00:00,Silk Board Junction,3010,15.9,60.2,0.0,1,0
2025-01-14 08:00:00,Silk Board Junction,4394,5.0,87.9,0.0,1,0
2025-01-14 09:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-14 10:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-14 11:00:00,Silk Board Junction,4620,5.0,92.4,0.0,1,0
2025-01-14 12:00:00,Silk Board Junction,3009,15.9,60.2,0.0,1,0
2025-01-14 13:00:00,Silk Board Junction,2864,17.1,57.3,0.0,1,0
2025-01-14 14:00:00,Silk Board Junction,2570,19.4,51.4,0.0,1,0
2025-01-14 15:00:00,Silk Board Junction,2970,16.2,59.4,0.0,1,0
2025-01-14 16:00:00,Silk Board Junction,2817,17.5,56.4,0.0,1,0
2025-01-14 17:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-14 18:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-14 19:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-14 20:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-14 21:00:00,Silk Board Junction,4900,5.0,98.0,0.0,1,0
2025-01-14 22:00:00,Silk Board Junction,2581,19.3,51.6,0.0,1,0
2025-01-14 23:00:00,Silk Board Junction,1372,29.0,27.5,0.0,1,0
2025-01-15 00:00:00,Silk Board Junction,931,32.5,18.6,0.0,1,0
2025-01-15 01:00:00,Silk Board Junction,776,33.8,15.5,0.0,1,0
